,id,B,S,size,density,iterations,file,density_evolution
14,14,0,0,10,0.3241410077932141,10,./data/datasets/BTST/dataset9/individuals/ca_14,"[0.34, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
15,15,5,6,10,0.22232138825158765,10,./data/datasets/BTST/dataset9/individuals/ca_15,"[0.14, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
16,16,1,4,10,0.6818202991034834,10,./data/datasets/BTST/dataset9/individuals/ca_16,"[0.66, 0.93, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
17,17,8,1,10,0.6976311959272649,10,./data/datasets/BTST/dataset9/individuals/ca_17,"[0.7, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71]"
18,18,9,9,10,0.6667667154456677,10,./data/datasets/BTST/dataset9/individuals/ca_18,"[0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19,19,7,2,10,0.1289262976548533,10,./data/datasets/BTST/dataset9/individuals/ca_19,"[0.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
20,20,3,5,10,0.3250472290083525,10,./data/datasets/BTST/dataset9/individuals/ca_20,"[0.32, 0.38, 0.42, 0.48, 0.46, 0.5, 0.51, 0.51, 0.5, 0.5]"
21,21,4,4,10,0.9589492686245203,10,./data/datasets/BTST/dataset9/individuals/ca_21,"[0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
22,22,4,3,10,0.9952995676778876,10,./data/datasets/BTST/dataset9/individuals/ca_22,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
23,23,4,8,10,0.4143685882263688,10,./data/datasets/BTST/dataset9/individuals/ca_23,"[0.43, 0.27, 0.15, 0.1, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0]"
24,24,4,3,10,0.6235101011318682,10,./data/datasets/BTST/dataset9/individuals/ca_24,"[0.6, 0.88, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
25,25,5,5,10,0.3172017420692961,10,./data/datasets/BTST/dataset9/individuals/ca_25,"[0.31, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
26,26,5,9,10,0.9495710534507421,10,./data/datasets/BTST/dataset9/individuals/ca_26,"[0.95, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
27,27,5,0,10,0.6228460955466695,10,./data/datasets/BTST/dataset9/individuals/ca_27,"[0.62, 0.86, 0.96, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
28,28,4,2,10,0.9719450024996658,10,./data/datasets/BTST/dataset9/individuals/ca_28,"[0.97, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
29,29,3,2,10,0.5096243767199001,10,./data/datasets/BTST/dataset9/individuals/ca_29,"[0.51, 0.94, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
30,30,0,7,10,0.4511592145209281,10,./data/datasets/BTST/dataset9/individuals/ca_30,"[0.47, 0.53, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49, 0.51, 0.49]"
31,31,0,2,10,0.9795867288127285,10,./data/datasets/BTST/dataset9/individuals/ca_31,"[0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
32,32,7,2,10,0.6886611828057704,10,./data/datasets/BTST/dataset9/individuals/ca_32,"[0.63, 0.67, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68]"
33,33,3,3,10,0.6924721193700198,10,./data/datasets/BTST/dataset9/individuals/ca_33,"[0.62, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
34,34,3,4,10,0.2653894909394454,10,./data/datasets/BTST/dataset9/individuals/ca_34,"[0.24, 0.24, 0.29, 0.36, 0.44, 0.53, 0.63, 0.76, 0.88, 1.0]"
35,35,9,1,10,0.08311249263060239,10,./data/datasets/BTST/dataset9/individuals/ca_35,"[0.07, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]"
36,36,6,8,10,0.6674103799636817,10,./data/datasets/BTST/dataset9/individuals/ca_36,"[0.69, 0.17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
37,37,3,0,10,0.7163272041185655,10,./data/datasets/BTST/dataset9/individuals/ca_37,"[0.68, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
38,38,0,6,10,0.18319136200711683,10,./data/datasets/BTST/dataset9/individuals/ca_38,"[0.15, 0.85, 0.97, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
39,39,3,8,10,0.16494046024188413,10,./data/datasets/BTST/dataset9/individuals/ca_39,"[0.17, 0.13, 0.11, 0.12, 0.11, 0.12, 0.11, 0.12, 0.11, 0.12]"
40,40,8,2,10,0.27000797319216485,10,./data/datasets/BTST/dataset9/individuals/ca_40,"[0.29, 0.2, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19]"
41,41,2,0,10,0.24875314351995803,10,./data/datasets/BTST/dataset9/individuals/ca_41,"[0.31, 0.86, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
42,42,3,8,10,0.896038387509077,10,./data/datasets/BTST/dataset9/individuals/ca_42,"[0.9, 0.47, 0.44, 0.45, 0.53, 0.47, 0.53, 0.47, 0.53, 0.47]"
43,43,8,4,10,0.8915544372256771,10,./data/datasets/BTST/dataset9/individuals/ca_43,"[0.9, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94]"
44,44,0,4,10,0.978570928420717,10,./data/datasets/BTST/dataset9/individuals/ca_44,"[0.98, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
45,45,6,9,10,0.39650574084698464,10,./data/datasets/BTST/dataset9/individuals/ca_45,"[0.46, 0.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
46,46,8,0,10,0.5812728726358587,10,./data/datasets/BTST/dataset9/individuals/ca_46,"[0.54, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55, 0.55]"
47,47,5,9,10,0.5884650850687494,10,./data/datasets/BTST/dataset9/individuals/ca_47,"[0.49, 0.15, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
48,48,9,6,10,0.5332062539166482,10,./data/datasets/BTST/dataset9/individuals/ca_48,"[0.43, 0.03, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
49,49,3,1,10,0.39486929345022914,10,./data/datasets/BTST/dataset9/individuals/ca_49,"[0.33, 0.73, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
50,50,4,9,10,0.47013218925576516,10,./data/datasets/BTST/dataset9/individuals/ca_50,"[0.44, 0.33, 0.23, 0.19, 0.12, 0.08, 0.04, 0.02, 0.0, 0.0]"
51,51,7,8,10,0.38346222503494787,10,./data/datasets/BTST/dataset9/individuals/ca_51,"[0.32, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
52,52,9,2,10,0.878452190276042,10,./data/datasets/BTST/dataset9/individuals/ca_52,"[0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85, 0.85]"
53,53,6,9,10,0.5518162591332588,10,./data/datasets/BTST/dataset9/individuals/ca_53,"[0.58, 0.12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
54,54,6,8,10,0.6521032700016889,10,./data/datasets/BTST/dataset9/individuals/ca_54,"[0.65, 0.16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
55,55,3,2,10,0.896546595851063,10,./data/datasets/BTST/dataset9/individuals/ca_55,"[0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
56,56,6,3,10,0.8919233550156721,10,./data/datasets/BTST/dataset9/individuals/ca_56,"[0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
57,57,5,7,10,0.4479261718707299,10,./data/datasets/BTST/dataset9/individuals/ca_57,"[0.35, 0.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
58,58,8,4,10,0.7142412995491114,10,./data/datasets/BTST/dataset9/individuals/ca_58,"[0.77, 0.76, 0.72, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71, 0.71]"
59,59,5,8,10,0.16249293467637482,10,./data/datasets/BTST/dataset9/individuals/ca_59,"[0.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
60,60,3,9,10,0.12381998284944151,10,./data/datasets/BTST/dataset9/individuals/ca_60,"[0.09, 0.04, 0.03, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61,61,3,4,10,0.41139672375545455,10,./data/datasets/BTST/dataset9/individuals/ca_61,"[0.45, 0.66, 0.81, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
62,62,3,3,10,0.03322238526617727,10,./data/datasets/BTST/dataset9/individuals/ca_62,"[0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
63,63,9,9,10,0.3732907507832548,10,./data/datasets/BTST/dataset9/individuals/ca_63,"[0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
64,64,2,3,10,0.9755215050028858,10,./data/datasets/BTST/dataset9/individuals/ca_64,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
65,65,7,7,10,0.9441235194354546,10,./data/datasets/BTST/dataset9/individuals/ca_65,"[0.96, 0.98, 0.96, 0.92, 0.86, 0.74, 0.58, 0.34, 0.1, 0.0]"
66,66,1,2,10,0.5210366062041293,10,./data/datasets/BTST/dataset9/individuals/ca_66,"[0.51, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
67,67,1,5,10,0.19999652489640007,10,./data/datasets/BTST/dataset9/individuals/ca_67,"[0.17, 0.67, 0.84, 0.92, 0.95, 0.98, 1.0, 1.0, 1.0, 1.0]"
68,68,4,0,10,0.7936977033574206,10,./data/datasets/BTST/dataset9/individuals/ca_68,"[0.85, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
69,69,5,5,10,0.9441197509175635,10,./data/datasets/BTST/dataset9/individuals/ca_69,"[0.93, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
70,70,8,1,10,0.7836442453018885,10,./data/datasets/BTST/dataset9/individuals/ca_70,"[0.84, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9]"
71,71,3,8,10,0.0503700567575438,10,./data/datasets/BTST/dataset9/individuals/ca_71,"[0.07, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
72,72,4,4,10,0.9923963988886326,10,./data/datasets/BTST/dataset9/individuals/ca_72,"[0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
73,73,3,7,10,0.6790906156274139,10,./data/datasets/BTST/dataset9/individuals/ca_73,"[0.65, 0.39, 0.45, 0.42, 0.5, 0.45, 0.55, 0.45, 0.55, 0.45]"
74,74,2,1,10,0.9644897677894309,10,./data/datasets/BTST/dataset9/individuals/ca_74,"[0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
75,75,1,4,10,0.20984374897512215,10,./data/datasets/BTST/dataset9/individuals/ca_75,"[0.22, 0.68, 0.97, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
76,76,5,5,10,0.9443723899839336,10,./data/datasets/BTST/dataset9/individuals/ca_76,"[0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
77,77,5,2,10,0.9702366830961006,10,./data/datasets/BTST/dataset9/individuals/ca_77,"[0.97, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
78,78,5,7,10,0.08529556585870057,10,./data/datasets/BTST/dataset9/individuals/ca_78,"[0.07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
79,79,6,1,10,0.3117958819941026,10,./data/datasets/BTST/dataset9/individuals/ca_79,"[0.35, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36]"
80,80,2,3,10,0.1796036775596348,10,./data/datasets/BTST/dataset9/individuals/ca_80,"[0.14, 0.28, 0.54, 0.81, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0]"
81,81,5,9,10,0.6793927734985673,10,./data/datasets/BTST/dataset9/individuals/ca_81,"[0.7, 0.25, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
82,82,0,9,10,0.6070450611164516,10,./data/datasets/BTST/dataset9/individuals/ca_82,"[0.72, 0.28, 0.72, 0.28, 0.72, 0.28, 0.72, 0.28, 0.72, 0.28]"
83,83,1,9,10,0.46949718309117094,10,./data/datasets/BTST/dataset9/individuals/ca_83,"[0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52, 0.48, 0.52]"
84,84,6,0,10,0.26332237673715064,10,./data/datasets/BTST/dataset9/individuals/ca_84,"[0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3]"
85,85,8,4,10,0.8815853992105808,10,./data/datasets/BTST/dataset9/individuals/ca_85,"[0.92, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95, 0.95]"
86,86,3,8,10,0.6457845985018992,10,./data/datasets/BTST/dataset9/individuals/ca_86,"[0.74, 0.29, 0.29, 0.32, 0.33, 0.35, 0.36, 0.39, 0.4, 0.44]"
87,87,7,0,10,0.8726506554473953,10,./data/datasets/BTST/dataset9/individuals/ca_87,"[0.92, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
88,88,7,7,10,0.7980468339125637,10,./data/datasets/BTST/dataset9/individuals/ca_88,"[0.83, 0.6, 0.35, 0.13, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0]"
89,89,1,8,10,0.9527916569719446,10,./data/datasets/BTST/dataset9/individuals/ca_89,"[0.96, 0.7, 0.59, 0.44, 0.56, 0.44, 0.56, 0.44, 0.56, 0.44]"
90,90,0,4,10,0.9473705904889242,10,./data/datasets/BTST/dataset9/individuals/ca_90,"[0.96, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
91,91,6,4,10,0.9574508556589537,10,./data/datasets/BTST/dataset9/individuals/ca_91,"[0.96, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
92,92,6,3,10,0.7115838170608139,10,./data/datasets/BTST/dataset9/individuals/ca_92,"[0.69, 0.83, 0.91, 0.93, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94]"
93,93,7,8,10,0.7304421765667943,10,./data/datasets/BTST/dataset9/individuals/ca_93,"[0.72, 0.13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
94,94,5,0,10,0.21488073675057817,10,./data/datasets/BTST/dataset9/individuals/ca_94,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]"
95,95,5,4,10,0.7470794701392341,10,./data/datasets/BTST/dataset9/individuals/ca_95,"[0.81, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
96,96,4,1,10,0.704474258393494,10,./data/datasets/BTST/dataset9/individuals/ca_96,"[0.77, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
97,97,3,9,10,0.8404285325354325,10,./data/datasets/BTST/dataset9/individuals/ca_97,"[0.9, 0.1, 0.05, 0.03, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0]"
98,98,2,3,10,0.1649588680867573,10,./data/datasets/BTST/dataset9/individuals/ca_98,"[0.22, 0.49, 0.82, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
99,99,7,2,10,0.7469942401995034,10,./data/datasets/BTST/dataset9/individuals/ca_99,"[0.68, 0.75, 0.78, 0.79, 0.8, 0.81, 0.81, 0.81, 0.81, 0.81]"
